,PSERM average,Library
342,-2.094048321,0
343,-2.241654969,0
344,-2.191237222,0
345,-1.334550407,0
346,-2.887448263,0
347,-1.20654687,0
348,-1.149775556,0
349,-2.822203604,0
350,-2.291961254,0
351,-1.613467155,0
352,-2.559096504,0
353,-0.528687829,0
354,-0.561887213,0
355,-1.569519144,0
356,-1.142721165,0
357,-3.372061668,0
358,-2.203742012,0
359,-2.288707013,0
360,-1.63974633,0
361,-1.367798319,0
362,-2.19273129,0
363,-0.678106305,0
364,-1.448354535,0
365,-2.722074704,0
366,-1.440836389,0
367,-2.041058187,0
368,-2.215326448,0
369,-1.297399376,0
370,-2.058176914,0
371,-1.0429439,0
372,-2.086933013,0
373,-0.881260705,0
374,-2.179983234,0
375,-2.79895366,0
376,-2.115873015,0
377,-2.248379939,0
378,-2.153824959,0
379,-1.847803925,0
380,-2.241542742,0
381,-1.940202211,0
382,-1.614730168,0
383,-1.330299035,0
384,-1.541674316,0
385,-2.695471574,0
386,-1.520201944,0
387,-1.115316003,0
388,-1.896852977,0
389,-2.0032892,0
390,-1.317141912,0
391,-2.156768571,0
392,-2.169713535,0
393,-1.251966752,0
394,-1.413848879,0
395,-1.216450107,0
396,-2.241377756,0
397,-1.873615858,0
398,-0.217578731,0
399,-1.746529101,0
400,-2.327433926,0
401,-1.585374349,0
402,-1.610315332,0
403,-1.66519761,0
404,-1.359461549,0
405,-1.783914362,0
406,-1.030942172,0
407,-2.523759741,0
408,-1.703331976,0
409,-1.853518778,0
410,-1.539682363,0
411,-2.180980321,0
412,-1.806971021,0
413,-1.66254119,0
414,-1.381285418,0
415,-1.910070019,0
416,-2.439114934,0
417,-2.032438758,0
418,-2.193215164,0
419,-1.410550479,0
420,-1.167947142,0
421,-2.42010717,0
422,-2.422433242,0
423,-1.022897403,0
424,-0.860964488,0
425,-1.671122458,0
426,-1.429762758,0
427,-2.257917788,0
428,-1.23307812,0
429,-2.870803576,0
430,-1.759741006,0
431,-2.601634415,0
432,-1.59045203,0
433,-3.195758056,0
434,-1.729568161,0
435,-1.258914397,0
436,-1.853106511,0
437,-0.904419406,0
438,-1.612082643,0
439,-2.439721153,0
440,-1.793895011,0
441,-2.197293702,0
442,-1.405302833,0
443,-2.096364164,0
444,-1.703713105,0
445,-2.353690171,0
446,-2.575325182,0
447,-2.54819582,0
448,-1.577989274,0
449,-2.630552128,0
450,-1.803766262,0
451,-1.242168778,0
452,-2.719222676,0
453,-2.572307731,0
454,-2.569122162,0
455,-2.145455884,0
456,-1.196122033,0
457,-2.337221469,0
458,-2.049517137,0
459,-2.197281008,0
460,-1.697705577,0
461,-2.038539772,0
462,-1.962463104,0
463,-1.649560381,0
464,-1.127108938,0
465,-0.485570372,0
466,-2.459487214,0
467,-2.602968451,0
